# $Id$
version  2 # of file format

# three-letter-prefix protein accessions (traditionally with five digits)
3+5  AAE  gb_patent_prot
: 8-503 5-8 12-6 9-26 30-1 3-4 6-9 41-2 4 6-52 4-6 8-64 6 70-2 5-9 81 3-6 8-9
: 91-4 6 8 601-2 4-7 13-9 21-3 5-7 9-32 4-5 7-42 4-5 7-8 50-5 7-63 5-6 8-71 3-6
: 8-82 4 6-8 90 2-9 702-5 9 12 5 7-20 3 5 8 30-1 6 41 3-51 3-5 8 60 3 5-8 70-1
: 9-81 5-98 800-1 3-4 6-7 9-11 4-6 8-9 22-7 9-31 4-6 9-41 3 5-7 9-55 7-8 64-6
: 9-72 7-8 80-6 90-2 4-9 902 4-8 12 4-23 6-7 34-41 3-4 6-52 7-61 3-4 6-9 73-8
: 81-3 7 9-94
: 7-9001 3 5 7-8 10-2 4-6 8 21-5 7-32 4-6 9 43-5 7-54 9-63 72-85 7-91 4-102 8-9
: 11 6 20 2-6 8-32 5-7 9 42-3 6 50-1 6-7 9-60 2 5-72 6-8 80-6 8-9 91 3 5-205
: 7-17 9-21 3-4 9-39 41 3 5-6 51-5 9-61 3-6 8-9 73-5 8-9 81 5-8 91-2 5-7 300-1
: 3-5 7-13 5-21 3-30 5-6 40-4 6-7 9-53 5-6 9-63 5-70 5 7-8 80 3-4 6 90-1 3-7
: 9-401 3 5-8 10-2 4-7 21-4 6 8-34 6 9 41-4 8-65 8-9 71-3 5-81 4-6 8-98 500 2-8
: 10 3-5 7-8 20-6 9 31-4 6-42 4-8 50-7 9-65 8-71 3-5 8 80-3 6-8 90 4-601 3-4
: 6-7 12-3 5 7-21 3-4 6-7 31-6 8-40 5-9 51 4 7 9 61 3-5 7-70 2 5-6 8-81 3-6 8-9
: 92-5 7-703 6 8-10 3 6 21 3-30 2 4-6 8 42 5-51 3 5-6 8-61 5-7 9-72 4-7 80 2-4
: 6-91 3 5-8 800-2 6-14 6-22 4 6 8-9 32-4 6 8 40-1 3 5 7-51 5-6 8-9 62 4-73 5 7
: 9 84-6 91-3 5-7 9-900 3-6 8-9 11 3 5-7 22 4-6 8 31 3-5 7-42 4-52 4-9 61-7
: 9-73 5 80 2 6-90 3-5
: 30001 4 6-11 4-23 5-8 30-3 5 9 42-3 5-6 8-9 52-4 6-7 60-1 3-6 8-74 7-80 2 4-5
: 7-96 9 102-3 5-6 9-11 3-5 9-20 2-40 4-5 52 4 6 8 60 2-4 6 70 6 9-81 5-9 94-5
: 200-3 6-26 8-9 31-4 9-40 4-53 5-60 3-7 70 2 4-7 80 2 4-5 9-95 8-306 8 10-1
: 3-4 8-9 21-5 30-1 4 6 8 40 2 6 8 52-4 6-61 4 6-9 71 7 9-82 4-5 8 90-6 8-401 5
: 7-10 2-3 5-9 22-4 6 9 31-5 7-43 6-7 9-53 5 7-9 61-2 4 7-70 2 4 6 80-2 5-7
: 9-91 3-4 6-8 501-2 4-9 11-4 20-2 4-5 7-8 30-1 3-5 7 9-41 3-6 9-64 8 70 2-8 80
: 4-7 91-3 5-9 601-2 4-7 9-13 5-7 9 22 6-8 30 2-5 8 40-4 6-9 55-8 61-8 70-2 7-8
: 80 2-5 9-94 6-7 700-1 3 8 10-1 3 5-7 20-3 5 8-30 2-7 42-6 9 52-9 61-2 4-5 7
: 70-1 4 6-8 80-6 8-91 3-5 7 9-802 5-8 14-5 8 21-7 9-30 2-6 9-44 6-51 4 7 60-2
: 4 6-9 71-9 83-5 7-9 92-3 9-900 2-3 6-7 10 4-20 3 5-6 9-31 4 8-9 41-3 5-6 8-54
: 6 9 62-3 8-9 71-5 7-88 90-3 5-7 9
: 1001 3 5-10 2-3 6-20 2-3 5-30 2 4 6-48 51-3 5-6 8-60 2-5 7 9-71 5-6 8-9 82-3
: 5 7 9-90 2 4-6 8 100 4-18 21-3 5 8-32 6-7 9 41 3-7 50-2 4-6 60-2 6-73 5-83
: 5-6 90 5-201 4 6-7 11 3-4 7-9 21-2 7-31 5 7-8 42-6 8-51 3-4 8 60 3-5 8-9 71 4
: 7-9 81 5-90 2 5-7 9-300 2-3 5 7 10-3 5 8-9 21-3 5 7-30 4-6 8-40 4-50 2 4 7 61
: 3-6 8-80 2 4-7 9-91 3 5 7-400 4 6 12-3 7-21 5 7-32 4-5 8 40-3 6-8 52-6 61
: 5-71 6-81 3 8 90-508 10 4 7-21 3-4 8-30 3 5-44 6-52 4-5 8 60-3 5-6 8-73 5 7-8
: 83-4 6-92 4-5 7 9-600 2-7 9-11 3-9 21-5 9-31 6 9 41 3-8 51 3-65 70-1 3-6 8-82
: 5-7 91-7 9-702 5 7-8 10-1 3-28 33 7 9 42-4 7-9 52 4-7 9 61-73 6-7 80-1 5-6
: 8-90 2 6-7 9-802 4-7 9 13-4 6 8-21 3-5 7 30 2 4-8 41 5 7-8 54 6 8-67 9-71
: 3-82 4-8 90 2 6 8-9 901-7 9-10 2-5 9 21-4 6 8 31 4-5 8-9 43-4 6 8-9 51-4 6 9
: 62-5 7 9-70 2 4-8 82 5 8-91 4 9
: 2002-3 6-9 11-6 8-20 2-4 6-8 30-40 2-3 6-7 9-50 3-62 4-5 7-78 80-2 7-9 92-9
: 101-2 4-7 9-12 4-7 9 21-6 30-3 8-44 6 9 52 4-9 61-7 70-1 4 6-7 9-82 5-7 90-3
: 5-7 200 3-6 9-10 2-6 8-20 2-8 31 3 5-8 40-3 7 9-50 2 4-61 4-5 7 9-74 7-8 80-3
: 5-7 91 7-8 300-4 10-4 6 8-23 8-9 31 3 7-40 8 52-3 7 9-62 4 6 8-71 3 5-6 8-87
: 90-2 4-408 10 2-3 8-20 3-8 30-2 4-5 8-41 3-5 7-52 5-60 5-6 8 73-4 80-1 5-6 9
: 91-6 9 501-9 14 7-21 3-5 7 31-2 4-6 9-42 4-8 50-1 3-8 62 4-6 8-71 4 8 80 2-4
: 6-8 90 3 5-7 9-600 2-3 7 10-5 7 20-2 5-8 30 2 4-9 41 4-5 7 55-60 2 4-8 70 2-3
: 5-7 81-2 5-7 90 2-3 9-704 6-8 11-24 7-8 30 2-3 5-51 4 6-7 9-67 9-75 7-8 80
: 2-4 6-8 91 3-5 7-800 3 6 8-10 4-5 7-9 22-5 7-8 30-6 8 41-3 5-6 9-50 2-4 6-61
: 5 7-72 4-7 81-4 6-9 92-4 6 8-9 903 5 7-9 11-6 8 20-1 3-4 6-7 30 2-3 5 8 40
: 3-4 6-51 3-5 7-9 62-3 6-7 9-73 5-7 9-81 3-9 91 4-9
: 3005-13 5-23 5-33 7-8 41-4 6 8 50-9 65 7 9-70 2-4 7 9-81 3-9 92-5 7 100-3 5-7
: 9-10 2-3 6 8-9 21-3 5 8 32-4 6 40-2 4-5 7-50 2-5 7 9 62-5 8-9 72-4 8 80 2 4-6
: 9-91 6 8 200-2 4-5 8-10 2-5 7-9 22-6 9 33-5 7-41 3 5-9 51 5-6 8-61 3 5-6 9-73
: 7-8 80 4-94 6-9 301 3-4 8-11 4-6 8-9 23 6-31 3 9 45 50-6 9-63 5-7 70-2 4-5
: 7-84 8-9 91 3 5 7 9 401 3-5 7-11 5 7 9-20 2-3 5-6 9-35 7 41 3-52 5 8-65 8
: 70-4 6-9 81-4 6 8 91-5 8-506 8-13 5-21 4-5 7-9 31-4 6-41 4-51 3-5 9-66 73 6
: 9-83 5-7 9-91 3 6-600 3 7-13 6-8 20 3-4 6 8-32 6-50 2-3 5-6 8 60 4-5 7 75-8
: 80-9 91 3 5 7-8 701-3 5-7 11-5 7-8 20 4 6 30-1 3-40 4-6 8 51-7 62-8 73 5 7-9
: 81-7 9-93 5-9 802-9 12 4-6 8 20-34 6-8 40 2-7 50 2-4 6 9-60 2-4 7-9 71 3 5-80
: 2 7 93 5-901 7-15 21-2 6-8 31-2 6-8 41-3 5-8 58 60-7 9-70 2-3 5-80 4-7 9-92
: 4-5
: 8-4001 3 5-6 9-35 40-2 4 6-8 50 3-5 9-62 4-6 8 72-80 5-6 8-94 8-9 102 4-5 7-8
: 11-9 22-4 6-8 30-1 3 7-45 50-1 3-4 6 61-2 6-70 4-6 80-1 3 6-7 9-91 3 6-8
: 205-6 9-10 2-5 7 9 23 5 7 9 31 3-7 40-1 3-4 6-50 2-6 8 60-1 4-82 4 7 90 2 5
: 7-309 12-5 7-26 8-30 2-7 9-48 50-2 5-6 8-9 62 5-73 5-7 82-3 7 92-4 7-9 403-5
: 7-8 10 2 5-7 20 2 9-30 2 4-6 8 40-1 3 6-8 51-61 3-7 9-70 2-3 6-9 85-8 92-4
: 9-501 5-7 9 11-3 5-20 2-3 7 35-7 9-44 7 9-50 2-3 5-8 60 3-7 9-72 4 6 9-80 3-7
: 90-602 4-6 8-10 2-3 6-9 22-4 6-7 9 35-6 9-41 3 5 7-8 50-8 61-3 7-9 72-3 6-84
: 9-93 5-700 2-8 10-2 4-20 4 6-32 4 6-7 9-41 3-4 6-58 60 2-4 6 8 70-8 81 4-5 8
: 90-4 7-8 800-2 5-6 8-12 4-7 9 21 4 7-31 40-1 3 6-50 3-62 6 9-82 4-8 90-1 4-7
: 901-3 6-13 5 7-28 30-3 5-7 40 2-3 6 8 50 2 5 9 62-5 7-75 8 81-6 8-90 2-4 6-7
: 5000-2 4-5 7-9 11 3 5-7 9 21-2 4 7-32 4 6-9 41 3-4 6-8 50 2-3 5-64 6-7 71-2
: 4-5 7-80 5-6 8-95 7 100 3 5-9 12-3 5 7-22 6 8 35-9 41-50 3-6 8-61 3-4 8-9
: 71-4 6-8 80-3 5-90 4 8-9 204-6 8-11 4-6 8 20 2 4 7-32 5 8-42 4 6 8 50-4 6 9
: 61-2 5-6 8-70 2-83 5-6 8-90 2 5 7-301 3-5 7 9 11 4-5 8-25 8 30-1 3 5-7 9-40
: 2-6 8-53 9 63 5 7-8 71-2 4 6 8 80-7 9 91-7 9-400 2 4-12 4 7-20 2-7 9-33 5-9
: 43-4 6 9 54 6-7 9-65 7-71 3-4 6 81 6-94 8 500-1 3 6-8 10-8 20-5 7-9 31-4 6-7
: 9 42-5 50-3 5-9 61 4-8 70 2 7-81 4-6 8-90 3-4 6-602 5-6 8-16 9 21-5 7 9 32-8
: 40-2 6 8-50 3-5 7-9 61-2 4 6-8 70-2 4-84 7 9-90 3-9 702 4-5 10-9 21-7 9 33-43
: 6-51 3-5 7-8 62-3 5-6 8-9 72-3 5-6 80-3 6-90 4 6-7 9-800 2-7 9-11 4-7 9-21
: 4-5 8-41 3 6-9 51 4-5 7 9 61 3 9 71-2 4 6-84 6-90 2 5-6 8-901 4-6 9-12 5-7
: 9-22 5-6 8-9 32-4 6-7 9-42 4-5 7-50 2 4 7-62 5 7-8 70-3 6 8-9 83-5 7-92 5-6 8
: 6001-3 5-6 9-10 2 4-23 5 7 30-6 9-43 7 9-50 2 7-62 4-5 70 2-6 8-9 82-4 6-7 9
: 91-2 4-7 9 101 3-5 9 16-9 21-4 6-8 30-1 3-7 42-6 50-1 3-4 6-60 2 4-8 72-5 7
: 80-2 4 6-7 9 92 4-5 7 9-202 5-8 13-4 8 22-8 34 6-8 40-1 4-5 8-9 51-9 64-6
: 8-71 3 9 81-5 8-97 9 301-2 5-6 14 6-26 8-39 41-2 4-8 52 4-7 60-6 8-71 4-5
: 7-86 8 91 3-5 401-6 8-11 4-6 20 2-3 5 9 32-4 6 8 40 2 4-5 7-8 51-4 8-60 2-4
: 70-4 7-84 6-90 3-6 9-500 4-32 4-5 8-43 6-8 52-5 9-64 7-70 2-4 6-7 80 2-98
: 601-5 7 9-10 3-6 9-20 3-31 5-46 51 3-67 70-7 82-4 6-704 9 11-2 6 26-9 32-6 9
: 42-3 7-52 4-6 8-65 8-9 71-3 6 8-82 5-6 8 90-4 6 8-800 3 6-7 9-10 3 9 24-5
: 7-36 8 40 3 5 50-61 5-6 72 4 84-5 7-94 6 8 900-6 12-4 8-20 2 5-31 3-4 6 8-9
: 43 5 8-67 9 71-6 8-9 82-3 5 7-8 92 4-8
: 7000 5-6 8-16 8 20 3-35 8-9 42-9 51 3-4 6 8-9 61-2 4-5 70 2 4-5 8-88 94-5
: 8-102 4-5 7-13 5-9 22-4 6 8-36 41-6 8-9 51 4-6 9-62 5 7-9 73 5-6 80-3 6-90
: 2-5 7-200 11-2 5-20 2-33 5 7-8 41-2 4 6-51 3-6 8-9 63 5 7-8 70-1 3-4 8-9 90-2
: 5 7-300 3-4 7-12 4 6-7 24-5 9-30 2-4 6-8 42-54 6-62 4-6 8-9 71 3-4 80 5-6 8-9
: 91-3 7-406 8-13 6-20 3-31 6 40 2-7 50-5 7-60 4-9 71-6 82 4-8 91 3-4 7-9 501
: 3-5 8 10 2-4 6 22-8 30-3 5-7 44 50-61 3-4 6-71 3 6-84 8-9 93-4 7-608 12-5 7-8
: 21 3 5 8-48 51-6 8 60 2 4-70 4-7 9-92 4-6 8-707 9-10 2-20 2-5 7-8 30-1 5-7 9
: 41-4 6 8 51-4 6-62 4-7 9-71 3 5-9 81 3-4 6 90-3 5-7 9-802 4-9 11 3 5-6 8-9
: 21-7 9-35 7-8 41-3 5-51 4-7 9-61 4 6-8 71-81 3-6 8-91 3 6-7 9-900 2-3 6-14
: 6-7 21-4 6-7 9-30 4-6 8-9 41-4 8-9 52 4-68 70-4 6 8-81 3-5 7-8 92-5 7-8
: 8000-2 4-8 10 2-6 8 21-5 7-9 31 4-5 8-40 4-70 2-5 7-8 80 2-6 8-90 2 4-6 8-9
: 101 6 8-12 5 7 9 21 4-5 7-32 5-9 41-6 8-52 6 60-72 4-9 81 6 9-90 2-3 8 200-1
: 5-11 3 6-21 3 6 8 31 4-5 7-45 8-50 2-3 5 9-62 6-7 9-71 3-5 7-8 84 6 8-97 302
: 4 6-10 2 4-7 9-24 6-8 30 2-3 5-42 4-9 53-5 7-70 2-5 80-4 7-90 2-3 9-402 4-8
: 12 5-8 21 3-5 8 30-6 9-41 3-8 52-4 6-7 61 3-6 8-71 4-80 2 4-91 3 5 8 500-7
: 9-10 3 5 20-1 3-4 7-8 30-3 7-44 7-8 50-6 9-62 4-6 8 70-2 5 7-81 4-8 90 4-5
: 7-8 601-4 6-7 9 13-6 8-20 2-6 8-9 31 3-4 6-48 51 6-64 9-74 7-9 81 3-5 7-91 4
: 6-8 700-2 4 6-9 12 5-28 31-4 6-41 4 6-8 51-2 4 7 60-1 3-5 7-71 4-80 2-3 5 7
: 9-90 2-802 4-5 7 12-20 3-6 9 33 5-6 8-41 3-5 8-52 4-5 60-2 4-70 3 5-6 8-81
: 4-8 93-8 900-3 5-10 2 4-21 3-33 6-8 40 3 6-50 3 8-60 2 5-7 9-74 7 81 3-6 8-9
: 91-2 4 8
: 9000-10 7-8 20-2 4-8 30-1 3-5 7 9 41-2 5 8-50 4 8-9 61 3 6-9 72-4 7 9 82-5
: 7-90 3-4 7-9 101-2 5 7-12 4-6 20-1 3 5-9 32 4-40 3-6 8-50 2-5 7 9-66 8-9 72-4
: 8-9 81 3 5-7 91 3-5 7 9-201 5 9-14 6 21-2 6 8 30 4-6 9 41-5 7 9-51 5-8 60-1
: 3-5 70-4 7-8 80 3 5-93 5-9 302-3 5 7 11-7 9-24 6-9 34 6-9 41 3 5-7 9-51 3-5
: 61 5-8 70-3 5-6 81-2 4-5 8-94 6-404 6-11 5-8 21-8 30-2 4-6 8-42 5-8 51-2 4
: 7-8 60-3 5-8 72-5 9-81 5 8 91-2 4 7-9 501 8-15 9-21 3-6 9-30 2 4-7 41 4-5 7-8
: 50-2 5 7 60-3 5-7 9-71 3 5-6 9-84 6-7 9 91-3 6-600 2-5 7 9 14 6 20-7 9-30 2
: 4-5 9-46 8-51 4 6-61 4-70 2-5 7 9-80 2-5 7 9-90 3 5-8 700-4 7-9 11 3-4 20-2
: 4-9 34 6-44 7 9-53 5 8 60-1 4-8 72-6 8-9 81 6 8 90-1 3 5-6 8 800-12 4-28 30-4
: 6 8 41 3 5-8 51-3 5-7 61-72 4-8 80-1 5-9 92-4 9 901-2 4 6-9 11-25 7 30 4 8-43
: 7-8 50 2-5 8-65 7-72 5-85 9 94 6
: 8-40001 3 6-7 9-10 8-23 8-31 4-44 6 9 51 3 5 7 61-5 8 71 6-7 9-80 3-4 6 8-9
: 91 3 8 102 4-8 10-3 5-6 8 21-3 5-6 8-31 3-6 9-41 3 6 9-50 2-5 8 60 3-4 6-7
: 70-1 3-4 6-82 4-9 91 3-7 200-7 9 11-2 5-7 20 2-4 31-2 4-5 9-42 4-8 50-3 6-60
: 2-3 5 9-70 4-5 8 82-3 8-91 4 7 300 2-3 6-10 2-3 8 20-4 6-7 9-35 7-8 40-2 4-5
: 7-50 2 4-9 62-6 9 71-2 5 9 83-9 92 4 6 9-405 10-1 3 6-7 20-2 7-34 7-40 2 4 9
: 51-7 61 3-6 8-70 2 8-86 8 92-5 7-8 504-7 10 3-4 6-7 9-20 6 8-37 40 2-3 5-50 7
: 9-64 6-8 70-5 8 81 4-5 8-90 3-9 601 3-6 8 10 2 4-9 21 3-7 32-5 9 43-4 50-1 4
: 7-9 61 4-6 8 73-6 8-85 7-9 91-2 8-700 2-4 8 10-3 5 8 22 4-8 30-2 5-9 42-4 9
: 51-9 61 5-6 8-71 4-81 6-8 90-1 4-9 803-6 8-9 11 5 8-43 5-6 51-2 5-6 60 4-5
: 7-8 70-9 81 5-6 8 92-7 900-3 5-9 12 4-9 21-2 5-8 30-2 6 8 40-1 4 6-7 51-3
: 5-60 4-8 70-2 4-5 7-8 80-1 3-4 8 91
: 4-1000 2-3 5 8-12 5-8 20-3 5 7-8 30-1 4-42 4-6 50 2-4 7 61 3-4 7-8 70 5-6
: 8-80 2-3 5 7-8 90 2-3 5-6 8-101 3-4 6-9 11 3-22 4-6 8-37 41 4-5 9-51 3-4 6-7
: 61 3 6-9 73 5-9 81 3 5-7 9-91 3 7-8 202 8-9 11-2 4-5 8-9 22-4 7 9-37 41-3 6-7
: 50-4 7 61-2 4 7-8 70 3 6-7 9-81 3 5-6 8 91-6 8-301 7-12 7-8 20 2-3 7-31 3-4
: 6-7 41-7 50-6 8 60-1 5-6 9-75 7 9-84 7-8 90 2-402 4 6-10 2-3 6 8-9 21 3-9
: 32-7 9-45 7-9 51-6 8-60 3-4 6-7 70 2 4 7 80-4 6 9 93-4 6 8 501-3 5-6 8-9 11-6
: 9 21-3 6-9 32 6-41 7-9 52 4-5 7-66 8 70 2-3 6-8 80-6 8 91-4 6-7 600 3-8 11-3
: 5 7-8 20-7 9 31 3-9 41-4 6 9-50 5-9 61-4 6-73 6-7 9 84 6-8 90 3-5 7 9-701 3-7
: 9 11-7 9-23 5 7 9-32 5-8 40-1 3 8-50 2-4 6-9 64 7 9-76 8 81-2 5 7 9-90 2 4-5
: 8-803 6-22 4-7 9-31 3 6-9 41-5 7 52 5-6 9-61 3-8 70-3 6 8 81 5-6 9-93 5-6
: 8-900 2-8 10-1 4 7-8 22-3 5 8-30 5 7-48 51-2 5-7 9 61-2 5-9 72-5 8-81 4-5 7
: 90 2 4 7
: 2000 2-4 6 8 10 5 7-21 3 5 30-1 4-5 8 41-2 4-5 7-9 52-4 6-7 9-65 7-9 71-5 7-8
: 80 2-7 90 2-6 100 3-5 8-9 14-6 8 22-9 32 4-8 41-2 5 7-52 5 9-63 5-6 8-9 71-2
: 4-8 82-3 5 9-93 6-8 200-8 10-1 4-5 7-9 21-3 5-6 8-36 8-9 41 3-5 50-2 6 8-9
: 63-6 8-72 5 7 9 81 3-4 7-9 93 9-300 4 8-9 11-3 5 7-28 30-2 4 8-40 3-5 7 9-50
: 3-61 3-7 70 2-3 5 7-8 80-6 8-93 5-6 8 401 3 6-9 11-2 6-20 2-6 8 31 3 5-8 41-7
: 51-5 7 9-74 6-9 86-8 90-1 4-7 9 501 6-10 3 7 9-20 2-5 8-30 3 5-40 2-3 5-9 51
: 3 5-6 8-72 5 80-1 3 6-90 2 4 6 9-602 6 8-15 8 21-2 4 6-9 32-3 5 7-9 41-3 5
: 7-9 53-5 7-8 60 2-6 9 71 4 6 9 81-5 8 90-2 6-8 700-5 9-15 7-28 30 2-3 5-6
: 9-46 9-52 6-65 7-9 71-4 7-8 80-7 90-7 9-808 10-2 7-20 2-9 34-5 7 9-40 3 5-9
: 53-4 7 9 61-2 4 7-8 71-4 6 8-80 2 5-8 90-1 3-5 7-8 900-3 5-7 12 5 7 9 21-5 7
: 32-3 5-8 40-1 5-7 50-6 8-9 64 6 9-79 81-2 5 9-90
: 3-3000 3-6 8-10 3-8 20-2 4-5 7 30 2 4-6 40-7 9-51 4-5 61-4 8-71 3-4 6-81 5
: 7-9 91 9-103 5-6 8-9 11-4 7-9 22-3 6-35 9 42-3 5 7-51 3-4 6 8-64 7-9 71 3-5
: 8-82 4-6 8 90-8 201 4 6 8 10 2-4 8-20 2-5 7 9 34-7 9-42 5-6 8-9 51-4 6 9-61
: 3-6 71-3 8-80 4 7 91-5 7-305 9-12 4-5 8-20 2 4 7-8 31-2 4-8 40-6 8-54 6 8 60
: 2-4 7-8 70-2 4 6-8 80-1 4-90 2-3 5-9 401-2 4-5 7 10-1 5-7 21-3 5-7 30-4 6-9
: 41 4-6 8-50 2-3 5-9 62 5 9-74 6 8 81-5 9-91 3-5 7-503 5-6 9 11-2 8-20 3 5-8
: 30 2-8 40-1 3 6-7 9-51 3-5 8 60 2-8 76 8-85 7-9 94-7 601-5 7-19 23-4 7-34
: 6-40 4 6-7 9-50 3-6 8 62-3 5-8 70 2-4 7-82 5 7-9 92 4-6 8 700-7 9-10 2 6 8-22
: 8-9 32-3 5 7-40 2-3 5 8-55 8 60-3 5 8 70 2 6-8 81 3-6 8 90-1 4-7 800-6 8-10
: 2-4 7 20-2 4-7 9-31 3-5 8 41-5 7 50-6 9-62 6 70 3 5-6 8-88 92-3 6-904 8-12 6
: 9-23 8-9 31-3 5-6 8-40 2-3 5 7-52 6-8 60-1 3-8 70-1 4 7-8 80-92 4-6
: 8-4002 5-6 8-11 7-9 23 5 7-32 4-6 8-43 5-7 51 8-9 64-5 70-2 5 7 80-4 6-8 90
: 2-5 9 101 4-7 9 11 3 5-6 8 23-5 7-8 30-3 5 8-40 4-6 8-54 9-60 2 4-5 8-71 4
: 6-9 82-4 6-99 201-2 6-10 4 6-23 6-35 8-44 6-7 9-54 7 60 3-6 8 70-2 4 6 9-84 6
: 90-1 3-9 303-4 6-7 9-13 5-7 22-35 7-40 3-8 51-7 9-62 70 2-6 9 81-2 4 7 9-90 2
: 4-403 5 8-11 3 5-8 20-1 3-4 7-9 31 4-8 41-2 6-7 9-55 8 60-2 4-5 7 9-70 4-7
: 80-6 8 90 2 4 8 501-7 12 6 9-20 2-9 31-3 5 7-40 3 5-7 9 52-60 2 5 7-8 71-4
: 6-7 9-81 3 6 8-90 2-602 4-6 10 2-5 7-8 20-4 6 8-30 3-45 7-8 51-5 60-9 71-7
: 9-83 5-702 4 6-8 10 2-3 5 7 9 23 5 7-8 30-1 4-40 2 4-5 7-9 51-3 5-7 9 62-3
: 5-70 3 6-7 80-5 7 9 91-3 5 7-8 800 2-5 8 11 4 7 9-21 4-5 8-9 33 8 40-4 6-7
: 9-51 3-7 60-5 8 71-3 8-83 9 94-909 11-8 20-2 5 36 40-2 4-9 52-4 7-9 61 5-6 70
: 3-5 7-8 80-1 3-4 8-9 91 3-4 6
: 9-5002 4-6 9 12-6 20-1 3-36 40 2-3 5-7 50-7 9-60 2-9 71 6-80 2-4 90 2-3 6-7
: 9-101 3-5 9-10 2 4-6 8 21-3 7-8 30-2 5-42 4-7 50 2-4 7 9 61 4-5 7 70 2 4 7-8
: 80-1 3 9 92 4-7 9-203 5 7 11-6 9 21-9 32-5 8-41 4 50 2 4 6 9-60 2 4-8 71-4
: 6-81 4 6-8 90-7 9-300 2 4-9 11-3 5-7 9-25 8-34 7-9 45-9 52-6 8-64 6-70 2-5 7
: 9-83 7-90 2-5 7-403 5 7 9-11 3-5 7-22 8-30 3-4 8-40 3 5-7 9-56 8-60 3 6-8 70
: 2 4-5 7-80 2-4 6 8 91 3-501 3 6-7 9-11 4-8 22-5 7-8 30 2-5 7 9-42 5-51 4-6 8
: 61 3 5-7 9 72 4-86 8 91-2 4 6-7 9-603 5 7 10-2 5-7 20 2-3 6-7 9 32-3 7-9 41
: 4-52 4-73 6 8-81 3-4 6-99 702-4 6 8-11 4-7 9-25 8-32 4-7 40 3 6-60 2-5 8-9 71
: 3-5 7-8 85-9 91-3 5-6 8-9 802-5 8-9 13-4 7-21 5-9 33-4 7-42 4 6-7 9-50 2-3 5
: 7 9 62-4 6-71 4 6-84 6-8 90 3-5 7 9-900 2-11 3-4 7 9-25 8 30-1 6 40 8 50-2
: 4-5 7 9 61-6 8-72 4-7 80-4 7 91 3-5
: 6000-5 8 10-1 5-9 22-4 6-8 30 3-4 6-8 40-7 54 6-8 61-5 7-8 70-1 4 8 80-4 8-91
: 6 8-100 2 4-5 9 11 5-20 2-4 7-8 30-40 2-4 7-8 50 2-8 60 2 5-6 8-71 4-5 7 9
: 81-3 5 9-95 200 2-3 5-7 9-10 2-6 23-6 8-36 8-42 4 6-7 9 52 4-5 7 60 3-4 7-75
: 7-8 80 2-8 90 2-4 6-9 302-4 6 9-10 3 5-20 4 6-30 2 4-6 8 42-6 8-50 4-62 4-5
: 7-76 8-80 2-5 7-9 91-2 6-7 9 401-3 6-10 3-5 8-9 21-3 5-30 2-3 5-8 40-5 7 9-50
: 2-9 62-5 7-70 2-80 2-7 9-93 5-7 9 502 5-6 8-9 11 3-6 8-9 23-9 31-7 42-3 5-52
: 4-5 7-9 61-3 5-6 8-71 3-83 6-8 90-2 4-5 7-602 4-5 7-9 11 3-7 21-9 31-2 4-43 5
: 7-8 50 2-7 9 63-5 7 70-3 5-7 80 2-3 91-4 6-8 701-2 6 11-5 8 20-3 6 8 30-1 3-7
: 9-40 2-4 8-50 2-5 60-1 3-4 6-9 73 5-6 8-80 2-3 7-800 3-6 10 2-7 20-3 6-8 30-1
: 3-5 7 40-1 3 5 7 9 51-7 9 61 3-73 5 7 9-86 8-91 3-4 9-901 3-7 9-13 5 8-20 2-4
: 6-7 9 33 6-44 50-4 8-9 61 3-5 7 70-2 4-5 7-9 81-5 7-8 90-5 8
: 7001-2 6-9 11-5 7-8 20-6 8-30 2-7 40 2-3 6-7 9-71 4-5 80-1 4-6 8 90 3-7 100-5
: 7 10-1 3 7-8 21-7 30 3-8 41-2 4-7 51 4-8 60 3-9 72-4 6 8-9 81-90 3-203 5-8
: 11-6 8 25 7-9 31-6 8-9 41 4-6 8-9 51 4-6 8 60-73 6-8 80-2 4-6 90 2-5 8-303
: 5-7 9-17 9-21 3-7 9-30 2-3 5 8 41-4 7 9-50 3 5-8 60 2-6 9-71 3-4 6-7 80 3-4 7
: 90-1 4-7 9-403 5 8 10-2 4-21 4-6 9-33 6-8 41 3-50 3-5 7-60 2 4-8 70-82 4-6
: 8-92 4-503 5 7-10 3 5-6 20-1 3-6 9-36 8-42 4-7 9-50 2-3 5-62 4-7 9 71-5 7
: 9-81 8 92 5-6 8 600-2 6-12 5-6 8 20 3-4 6-8 30-1 3-9 42-4 6-7 9-51 3-5 7 9-64
: 7 9 72-4 7-80 2 5 9 91-2 4 6-7 700 2 5-8 12-3 7-8 25-6 8-39 41-2 5-8 50-1 3
: 5-7 9-62 4-9 71-7 9-80 4 6-7 90-2 5 8 800-1 5-6 9-11 4-7 20-1 3 5-30 2-4 6-7
: 9 42-4 7-9 51-5 7-9 61-3 6-8 70 3-6 80 4-5 7-8 91-7 9-903 6-7 10-1 3-22 4-31
: 4-5 7-43 5-9 51-6 8 61-4 70-6 9 82 4-7 9 92-4 7-9
: 8001-2 7-12 4-5 9-21 5 7-31 3-6 41-9 52-4 6-62 5-71 3-7 86-99 102 5-7 9-11
